gene,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Bmpr1b,P36898,BMR1B_MOUSE,reviewed,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (Activin receptor-like kinase 6) (ALK-6) (Serine/threonine-protein kinase receptor R6) (SKR6) (CD antigen CDw293),Bmpr1b Acvrlk6,Mus musculus (Mouse),502
Bmpr1b,Q3USS1,Q3USS1_MOUSE,unreviewed,Receptor protein serine/threonine kinase (EC 2.7.11.30),Bmpr1b,Mus musculus (Mouse),491
Bmpr2,O35607,BMPR2_MOUSE,reviewed,Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (BRK-3) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II),Bmpr2,Mus musculus (Mouse),1038
Bmpr2,Q3UER5,Q3UER5_MOUSE,unreviewed,Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment),Bmpr2,Mus musculus (Mouse),580
Bmpr2,Q3UG09,Q3UG09_MOUSE,unreviewed,Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment),Bmpr2,Mus musculus (Mouse),768
Bmpr2,Q3UU71,Q3UU71_MOUSE,unreviewed,Uncharacterized protein (Fragment),Bmpr2,Mus musculus (Mouse),538
Bmx,B1AUL5,B1AUL5_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Bmx,Mus musculus (Mouse),651
Bmx,B1AUL6,B1AUL6_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Bmx,Mus musculus (Mouse),655
Bmx,P97504,BMX_MOUSE,reviewed,Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein homolog),Bmx,Mus musculus (Mouse),651
Bmx,Q8BNW5,Q8BNW5_MOUSE,unreviewed,PH domain-containing protein (Fragment),Bmx,Mus musculus (Mouse),290
Braf,F6SZ47,F6SZ47_MOUSE,unreviewed,Serine/threonine-protein kinase B-raf (Fragment),Braf,Mus musculus (Mouse),750
Braf,P28028,BRAF_MOUSE,reviewed,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf),Braf B-raf,Mus musculus (Mouse),804
Braf,Q9JJU4,Q9JJU4_MOUSE,unreviewed,B-Raf protein (Fragment),Braf B-raf,Mus musculus (Mouse),42
Braf,Q9JJU5,Q9JJU5_MOUSE,unreviewed,B-Raf protein (Fragment),Braf B-raf,Mus musculus (Mouse),14
Braf,Q9JJU6,Q9JJU6_MOUSE,unreviewed,B-Raf protein (Fragment),Braf B-raf,Mus musculus (Mouse),373
Brd2,A0A494BAP4,A0A494BAP4_MOUSE,unreviewed,Bromodomain-containing protein 2 (Fragment),Brd2,Mus musculus (Mouse),132
Brd2,B2RS09,B2RS09_MOUSE,unreviewed,Bromodomain containing 2,Brd2 RP23-222K15.1-001,Mus musculus (Mouse),798
Brd2,G3UZR9,G3UZR9_MOUSE,unreviewed,Bromodomain-containing protein 2 (Fragment),Brd2,Mus musculus (Mouse),136
Brd2,I7HPW1,I7HPW1_MOUSE,unreviewed,Bromodomain containing 2 (Bromodomain-containing protein 2) (Fragment),Brd2 RP23-222K15.1-004,Mus musculus (Mouse),473
Brd2,Q3TH63,Q3TH63_MOUSE,unreviewed,Bromodomain-containing protein 2,Brd2,Mus musculus (Mouse),146
Brd2,Q7JJ13,BRD2_MOUSE,reviewed,Bromodomain-containing protein 2 (Female sterile homeotic-related protein 1) (Fsrg-1) (Protein RING3),Brd2 Fsrg1 Kiaa4005 Ring3,Mus musculus (Mouse),798
Brd2,S4R1Z1,S4R1Z1_MOUSE,unreviewed,Bromodomain-containing protein 2 (Fragment),Brd2,Mus musculus (Mouse),64
Brd3,A2AKA9,A2AKA9_MOUSE,unreviewed,Bromodomain-containing protein 3 (Fragment),Brd3,Mus musculus (Mouse),682
Brd3,A2AKB0,A2AKB0_MOUSE,unreviewed,Bromodomain-containing protein 3 (Fragment),Brd3,Mus musculus (Mouse),90
Brd3,Q05DR7,Q05DR7_MOUSE,unreviewed,Brd3 protein (Fragment),Brd3,Mus musculus (Mouse),501
Brd3,Q3TUI3,Q3TUI3_MOUSE,unreviewed,Uncharacterized protein,Brd3,Mus musculus (Mouse),726
Brd3,Q4G5Y4,Q4G5Y4_MOUSE,unreviewed,Endothelial differentiation inhibitory protein D18,Brd3,Mus musculus (Mouse),726
Brd3,Q53TY6,Q53TY6_MOUSE,unreviewed,Open reading frame X,Brd3 Orfx,Mus musculus (Mouse),387
Brd3,Q5CCJ9,Q5CCJ9_MOUSE,unreviewed,Orfx protein,Brd3 Orfx,Mus musculus (Mouse),743
Brd3,Q8K2F0,BRD3_MOUSE,reviewed,Bromodomain-containing protein 3 (Bromodomain-containing FSH-like protein FSRG2),Brd3 Fsrg2,Mus musculus (Mouse),726
Brd4,A0A2R8VHW4,A0A2R8VHW4_MOUSE,unreviewed,Bromodomain-containing protein 4 (Fragment),Brd4,Mus musculus (Mouse),169
Brd4,A0A494BAK1,A0A494BAK1_MOUSE,unreviewed,Bromodomain-containing protein 4 (Fragment),Brd4,Mus musculus (Mouse),572
Brd4,A0A494BBD0,A0A494BBD0_MOUSE,unreviewed,Bromodomain-containing protein 4 (Fragment),Brd4,Mus musculus (Mouse),133
Brd4,B0V2V6,B0V2V6_MOUSE,unreviewed,Bromodomain-containing protein 4 (Fragment),Brd4,Mus musculus (Mouse),557
Brd4,B2RSE4,B2RSE4_MOUSE,unreviewed,Bromodomain containing 4,Brd4,Mus musculus (Mouse),723
Brd4,D6RGP2,D6RGP2_MOUSE,unreviewed,Bromodomain-containing protein 4,Brd4,Mus musculus (Mouse),146
Brd4,O35692,O35692_MOUSE,unreviewed,Fsh-like protein (Fragment),Brd4,Mus musculus (Mouse),128
Brd4,Q3SYK2,Q3SYK2_MOUSE,unreviewed,Brd4 protein (Fragment),Brd4,Mus musculus (Mouse),557
Brd4,Q3U3Z2,Q3U3Z2_MOUSE,unreviewed,Uncharacterized protein (Fragment),Brd4,Mus musculus (Mouse),545
Brd4,Q3UH70,Q3UH70_MOUSE,unreviewed,Bromodomain-containing protein 4,Brd4,Mus musculus (Mouse),1401
Brd4,Q63ZX2,Q63ZX2_MOUSE,unreviewed,Brd4 protein (Fragment),Brd4,Mus musculus (Mouse),582
Brd4,Q8BS78,Q8BS78_MOUSE,unreviewed,BRD4_CDT domain-containing protein,Brd4,Mus musculus (Mouse),213
Brd4,Q9ESU6,BRD4_MOUSE,reviewed,Bromodomain-containing protein 4 (Mitotic chromosome-associated protein) (MCAP),Brd4 Mcap,Mus musculus (Mouse),1400
Brsk1,A0A0U1RP43,A0A0U1RP43_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK1 (Fragment),Brsk1,Mus musculus (Mouse),45
Brsk1,D3Z5P0,D3Z5P0_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK1,Brsk1,Mus musculus (Mouse),703
Brsk1,Q5RJI5,BRSK1_MOUSE,reviewed,Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B),Brsk1 Gm1100 Sadb,Mus musculus (Mouse),778
Brsk2,G3FEZ6,G3FEZ6_MOUSE,unreviewed,BR serine/threonine kinase 2 transcript variant 5,Brsk2,Mus musculus (Mouse),675
Brsk2,G3UWV4,G3UWV4_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2,Brsk2,Mus musculus (Mouse),697
Brsk2,G3UXM5,G3UXM5_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),614
Brsk2,G3UXY1,G3UXY1_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),200
Brsk2,G3UYN4,G3UYN4_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),504
Brsk2,G3UYP7,G3UYP7_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),113
Brsk2,G3UZ00,G3UZ00_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2,Brsk2,Mus musculus (Mouse),92
Brsk2,G3UZ19,G3UZ19_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),486
Brsk2,G3UZN4,G3UZN4_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),232
Brsk2,G5E921,G5E921_MOUSE,unreviewed,Serine/threonine-protein kinase BRSK2 (Fragment),Brsk2,Mus musculus (Mouse),47
Brsk2,Q69Z98,BRSK2_MOUSE,reviewed,Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase SAD-A),Brsk2 Kiaa4256 Sada,Mus musculus (Mouse),735
Btk,A2BDW0,A2BDW0_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Btk,Mus musculus (Mouse),483
Btk,P35991,BTK_MOUSE,reviewed,Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase) (Kinase EMB),Btk Bpk,Mus musculus (Mouse),659
Btk,Q7TMU1,Q7TMU1_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Btk,Mus musculus (Mouse),659
Bub1,A2APR8,A2APR8_MOUSE,unreviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1,Bub1,Mus musculus (Mouse),1059
Bub1,O08901,BUB1_MOUSE,reviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1 (mBUB1) (EC 2.7.11.1) (BUB1A),Bub1,Mus musculus (Mouse),1058
Bub1,Q8C4D0,Q8C4D0_MOUSE,unreviewed,BUB1 N-terminal domain-containing protein,Bub1,Mus musculus (Mouse),223
Bub1,Q8K1K8,Q8K1K8_MOUSE,unreviewed,Budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae),Bub1,Mus musculus (Mouse),1059
Bub1,Q9CS10,Q9CS10_MOUSE,unreviewed,BUB1 N-terminal domain-containing protein (Fragment),Bub1,Mus musculus (Mouse),275
Bub1b,Q3UZD6,Q3UZD6_MOUSE,unreviewed,Uncharacterized protein,Bub1b,Mus musculus (Mouse),1052
Bub1b,Q8C2J4,Q8C2J4_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Bub1b,Mus musculus (Mouse),483
Bub1b,Q8K2E5,Q8K2E5_MOUSE,unreviewed,"Budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae)",Bub1b,Mus musculus (Mouse),1052
Bub1b,Q9Z1S0,BUB1B_MOUSE,reviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (BubR1) (Mitotic checkpoint kinase MAD3L),Bub1b Mad3l,Mus musculus (Mouse),1052
Camk1,D3Z368,D3Z368_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type 1 (Fragment),Camk1,Mus musculus (Mouse),162
Camk1,Q3TDH8,Q3TDH8_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk1,Mus musculus (Mouse),216
Camk1,Q3UY68,Q3UY68_MOUSE,unreviewed,Uncharacterized protein,Camk1,Mus musculus (Mouse),374
Camk1,Q8BJA6,Q8BJA6_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Camk1,Mus musculus (Mouse),299
Camk1,Q91YS8,KCC1A_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha),Camk1,Mus musculus (Mouse),374
Camk1d,B1AW58,B1AW58_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase ID,Camk1d,Mus musculus (Mouse),385
Camk1d,Q3TDM2,Q3TDM2_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk1d,Mus musculus (Mouse),337
Camk1d,Q3UH04,Q3UH04_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk1d,Mus musculus (Mouse),362
Camk1d,Q8BW96,KCC1D_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type 1D (EC 2.7.11.17) (CaM kinase I delta) (CaM-KI delta) (CaMKI delta) (CaM kinase ID) (CaMKI-like protein kinase) (CKLiK) (mCKLiK),Camk1d,Mus musculus (Mouse),385
Camk1d,Q8R193,Q8R193_MOUSE,unreviewed,Camk1d protein,Camk1d,Mus musculus (Mouse),50
Camk1g,E9Q679,E9Q679_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type 1G,Camk1g,Mus musculus (Mouse),359
Camk1g,F6YRI7,F6YRI7_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type 1G (Fragment),Camk1g,Mus musculus (Mouse),252
Camk1g,Q91VB2,KCC1G_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type 1G (EC 2.7.11.17) (CaM kinase I gamma) (CaM kinase IG) (CaM-KI gamma) (CaMKI gamma) (CaMKIG) (CaMK-like CREB kinase III) (CLICK III),Camk1g,Mus musculus (Mouse),477
Camk2a,D3Z7K9,D3Z7K9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Camk2a,Mus musculus (Mouse),108
Camk2a,F6WHR9,F6WHR9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit alpha (Fragment),Camk2a,Mus musculus (Mouse),177
Camk2a,F8WHB5,F8WHB5_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Camk2a,Mus musculus (Mouse),189
Camk2a,F8WIS9,F8WIS9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Camk2a,Mus musculus (Mouse),489
Camk2a,P11798,KCC2A_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit alpha (CaM kinase II subunit alpha) (CaMK-II subunit alpha) (EC 2.7.11.17),Camk2a,Mus musculus (Mouse),478
Camk2a,Q80TN1,Q80TN1_MOUSE,unreviewed,MKIAA0968 protein (Fragment),Camk2a mKIAA0968,Mus musculus (Mouse),487
Camk2b,Q3TY93,Q3TY93_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2b,Mus musculus (Mouse),374
Camk2b,Q5SVI0,Q5SVI0_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),518
Camk2b,Q5SVI1,Q5SVI1_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),589
Camk2b,Q5SVI2,Q5SVI2_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),529
Camk2b,Q5SVI3,Q5SVI3_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),518
Camk2b,Q5SVI9,Q5SVI9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),479
Camk2b,Q5SVJ0,Q5SVJ0_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),666
Camk2b,Q5SVJ1,Q5SVJ1_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta,Camk2b,Mus musculus (Mouse),503
Camk2b,Q68EG2,Q68EG2_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta (Camk2b protein),Camk2b,Mus musculus (Mouse),545
Camk2b,Q8BL41,Q8BL41_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2b,Mus musculus (Mouse),542
Camk2b,Q8K4W4,Q8K4W4_MOUSE,unreviewed,Calmodulin-dependent protein kinase II beta 3 isoform insert (Fragment),Camk2b,Mus musculus (Mouse),85
Camk2b,Q8K4W5,Q8K4W5_MOUSE,unreviewed,Calmodulin-dependent protein kinase II beta M isoform insert (Fragment),Camk2b,Mus musculus (Mouse),123
Camk2b,Q9WVJ1,Q9WVJ1_MOUSE,unreviewed,Calmodulin-dependent protein kinase II beta M isoform (Fragment),Camk2b,Mus musculus (Mouse),123
Camk2d,A0A0G2JGS4,A0A0G2JGS4_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),533
Camk2d,D6RDQ8,D6RDQ8_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),147
Camk2d,E9PXV3,E9PXV3_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta (Fragment),Camk2d,Mus musculus (Mouse),160
Camk2d,E9Q1T1,E9Q1T1_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),533
Camk2d,E9Q1V9,E9Q1V9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),488
Camk2d,E9Q1W0,E9Q1W0_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),512
Camk2d,E9QAJ4,E9QAJ4_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),142
Camk2d,F6RWZ9,F6RWZ9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta (Fragment),Camk2d,Mus musculus (Mouse),169
Camk2d,O70459,O70459_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase II delta (Fragment),Camk2d,Mus musculus (Mouse),173
Camk2b,P28652,KCC2B_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17),Camk2b Camk2d,Mus musculus (Mouse),542
Camk2d,Q3V1X9,Q3V1X9_MOUSE,unreviewed,CaMKII_AD domain-containing protein (Fragment),Camk2d,Mus musculus (Mouse),147
Camk2d,Q6PHZ2,KCC2D_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),Camk2d Kiaa4163,Mus musculus (Mouse),499
Camk2d,Q8C4I3,Q8C4I3_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2d,Mus musculus (Mouse),176
Camk2d,Q8C8X9,Q8C8X9_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2d,Mus musculus (Mouse),282
Camk2d,Q8CCM0,Q8CCM0_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Mus musculus (Mouse),361
Camk2g,A0A286YCB8,A0A286YCB8_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),224
Camk2g,A0A286YCH4,A0A286YCH4_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),190
Camk2g,A0A286YCI7,A0A286YCI7_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),71
Camk2g,A0A286YCW8,A0A286YCW8_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),274
Camk2g,A0A286YDK9,A0A286YDK9_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),168
Camk2g,A0A286YDL6,A0A286YDL6_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (Fragment),Camk2g,Mus musculus (Mouse),241
Camk2g,A0A2I3BQP6,A0A2I3BQP6_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Camk2g,Mus musculus (Mouse),565
Camk2g,Q6ZWS7,Q6ZWS7_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2g,Mus musculus (Mouse),495
Camk2g,Q8BW40,Q8BW40_MOUSE,unreviewed,Protein kinase domain-containing protein,Camk2g,Mus musculus (Mouse),211
Camk2g,Q923T9,KCC2G_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),Camk2g,Mus musculus (Mouse),529
Camk4,A0A3Q4EG96,A0A3Q4EG96_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase type IV (Fragment),Camk4,Mus musculus (Mouse),67
Camk4,P08414,KCC4_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),Camk4,Mus musculus (Mouse),469
Camk4,Q8BGR3,Q8BGR3_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase IV (Calcium/calmodulin-dependent protein kinase type IV),Camk4,Mus musculus (Mouse),469
Camkk1,B1AUD3,B1AUD3_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 1 (Fragment),Camkk1,Mus musculus (Mouse),342
Camkk1,Q8VBY2,KKCC1_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha),Camkk1 Camkk,Mus musculus (Mouse),505
Camkk2,A0A0G2JEC5,A0A0G2JEC5_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment),Camkk2,Mus musculus (Mouse),145
Camkk2,A0A0G2JEF4,A0A0G2JEF4_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment),Camkk2,Mus musculus (Mouse),46
Camkk2,A0A0G2JET2,A0A0G2JET2_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment),Camkk2,Mus musculus (Mouse),420
Camkk2,A0A0G2JFG5,A0A0G2JFG5_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment),Camkk2,Mus musculus (Mouse),119
Camkk2,A0A0G2JGX0,A0A0G2JGX0_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (Fragment),Camkk2,Mus musculus (Mouse),79
Camkk2,Q3TV45,Q3TV45_MOUSE,unreviewed,Calcium/calmodulin-dependent protein kinase kinase 2,Camkk2,Mus musculus (Mouse),216
Camkk2,Q8C078,KKCC2_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta),Camkk2 Kiaa0787,Mus musculus (Mouse),588
Camkv,A0A0A6YW08,A0A0A6YW08_MOUSE,unreviewed,CaM kinase-like vesicle-associated protein,Camkv,Mus musculus (Mouse),66
Camkv,A0A0A6YW88,A0A0A6YW88_MOUSE,unreviewed,CaM kinase-like vesicle-associated protein,Camkv,Mus musculus (Mouse),484
Camkv,A0A0A6YXI7,A0A0A6YXI7_MOUSE,unreviewed,CaM kinase-like vesicle-associated protein (Fragment),Camkv,Mus musculus (Mouse),48
Camkv,Q3UHL1,CAMKV_MOUSE,reviewed,CaM kinase-like vesicle-associated protein,Camkv,Mus musculus (Mouse),512
Cask,A0A067XG53,A0A067XG53_MOUSE,unreviewed,Peripheral plasma membrane protein CASK (Fragment),Cask,Mus musculus (Mouse),871
Cask,B1AUH5,B1AUH5_MOUSE,unreviewed,Peripheral plasma membrane protein CASK (Fragment),Cask,Mus musculus (Mouse),155
Cask,B1AUH6,B1AUH6_MOUSE,unreviewed,Peripheral plasma membrane protein CASK,Cask,Mus musculus (Mouse),111
Cask,B7ZP42,B7ZP42_MOUSE,unreviewed,Cask protein,Cask,Mus musculus (Mouse),920
Cask,B9EJ23,B9EJ23_MOUSE,unreviewed,Cask protein,Cask,Mus musculus (Mouse),880
Cask,F6Y9I5,F6Y9I5_MOUSE,unreviewed,Peripheral plasma membrane protein CASK (Fragment),Cask,Mus musculus (Mouse),282
Cask,F6ZQR2,F6ZQR2_MOUSE,unreviewed,Peripheral plasma membrane protein CASK (Fragment),Cask,Mus musculus (Mouse),249
Cask,F7CD87,F7CD87_MOUSE,unreviewed,Peripheral plasma membrane protein CASK (Fragment),Cask,Mus musculus (Mouse),191
Cask,O70589,CSKP_MOUSE,reviewed,Peripheral plasma membrane protein CASK (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase),Cask,Mus musculus (Mouse),926
Cask,Q3TNZ0,Q3TNZ0_MOUSE,unreviewed,Guanylate kinase-like domain-containing protein (Fragment),Cask,Mus musculus (Mouse),108
Cask,Q91VJ0,Q91VJ0_MOUSE,unreviewed,Cask protein,Cask,Mus musculus (Mouse),356
Cdc42bpa,A0A0A6YXJ5,A0A0A6YXJ5_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK alpha,Cdc42bpa,Mus musculus (Mouse),93
Cdc42bpa,A0A1D5RLQ9,A0A1D5RLQ9_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Cdc42bpa,Mus musculus (Mouse),1748
Cdc42bpa,B2RXX8,B2RXX8_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Cdc42bpa,Mus musculus (Mouse),1732
Cdc42bpa,D3YYN8,D3YYN8_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Cdc42bpa,Mus musculus (Mouse),1691
Cdc42bpa,E9PVY0,E9PVY0_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Cdc42bpa,Mus musculus (Mouse),1732
Cdc42bpa,F6Q5A5,F6Q5A5_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK alpha (Fragment),Cdc42bpa,Mus musculus (Mouse),1048
Cdc42bpa,F6S5Z6,F6S5Z6_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK alpha (Fragment),Cdc42bpa,Mus musculus (Mouse),984
Cdc42bpa,F6W0C2,F6W0C2_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK alpha (Fragment),Cdc42bpa,Mus musculus (Mouse),185
Cdc42bpa,F6YZJ7,F6YZJ7_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK alpha (Fragment),Cdc42bpa,Mus musculus (Mouse),732
Cdc42bpa,H7BX44,H7BX44_MOUSE,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),Cdc42bpa,Mus musculus (Mouse),1638
Cdc42bpa,Q3TSA3,Q3TSA3_MOUSE,unreviewed,Protein kinase domain-containing protein,Cdc42bpa,Mus musculus (Mouse),143
Cdc42bpa,Q3UU96,MRCKA_MOUSE,reviewed,Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha),Cdc42bpa Kiaa0451,Mus musculus (Mouse),1719
Cdc42bpb,A0A1Y7VKD5,A0A1Y7VKD5_MOUSE,unreviewed,Serine/threonine-protein kinase MRCK beta (Fragment),Cdc42bpb,Mus musculus (Mouse),175
